Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Pirate English [en-PI],Serbian,Swedish,Romanian,$Context,$Status
Parts/Subtitle/container_1v_radial_solids,Text,,Small Radial Solids Container,Petit réservoir à solide radial,Contenitore per solidi radiale piccolo,Kleiner radialer Feststoffbehälter,Contenedor de Sólidos Radial Pequeño,Small Radial Solids Container,소형 방사형 고체 컨테이너,Mały obwodowy zbiornik na substancje stałe,Малый радиальный контейнер для твёрдых материалов,小型径向固体容器,Small Radial Solids Container,Small Radial Solids Container,Small Radial Solids Container,Small Radial Solids Container,Small Radial Solids Container,Small Radial Solids Container,,Localized
Parts/Description/container_2v_inline_liquids,Text,,"The C-L-7000 is a sleek inline tank that lets you haul your liquids around in style. From your soda to your cryogenics, this specialized tank will keep all liquids cool and liquid-y until the end of time.","Le C-L-7000 est un élégant réservoir linéaire qui vous laisse transporter vos liquides avec style. De votre soda à vos carburants cryogéniques, ce réservoir spécialisé gardera n'importe quel liquide froid et liquide jusqu'à la fin des temps.","Il C-L-7000 è uno stiloso contenitore in linea che ti permette di trasportare i tuoi liquidi in giro con stile. Dalla soda ai criogenici, questo contenitore specializzato terrà tutti i liquidi freschi e liquefatti fino alla fine dei tempi.","Der C-L-7000 ist ein eleganter Inlinien-Tank, mit dem du deine Flüssigkeiten stilvoll transportieren kannst. Von deinem Soda bis zu deinen Kryogenika – dieser spezialisierte Tank hält alle Flüssigkeiten kühl und flüssig bis in alle Ewigkeit.","El C-L-7000 es un elegante depósito en línea que te permite transportar tus líquidos con estilo. Desde soda hasta combustibles criogénicos, este tanque especializado conservará tus líquidos frescos y bien licuados hasta el fin de los tiempos.","The C-L-7000 is a sleek inline tank that lets you haul your liquids around in style. From your soda to your cryogenics, this specialized tank will keep all liquids cool and liquid-y until the end of time.","The C-L-7000 is a sleek inline tank that lets you haul your liquids around in style. From your soda to your cryogenics, this specialized tank will keep all liquids cool and liquid-y until the end of time.","C-L-7000 to elegancki zbiornik szeregowy, który pozwala przewozić płyny w stylowy sposób. Niezależnie od tego, czy chodzi o napoje gazowane, czy substancje kriogeniczne, ten specjalistyczny zbiornik zapewni, że wszystkie płyny pozostaną chłodne i w płynnej postaci aż do końca świata.","C-L-7000 — это обтекаемый встроенный бак, позволяющий перевозить жидкости со стилем. От вашей газировки до криогенных составов — этот специализированный резервуар будет сохранять все жидкости охлаждёнными и жидкими до скончания веков.",C-L-7000是一款造型流畅的轴向储罐，能让你时尚地运输各种液体。从苏打水到低温液化气体，这款专用储罐能让所有液体始终保持凉爽并维持液态，直至永远！,"The C-L-7000 is a sleek inline tank that lets you haul your liquids around in style. From your soda to your cryogenics, this specialized tank will keep all liquids cool and liquid-y until the end of time.","The C-L-7000 is a sleek inline tank that lets you haul your liquids around in style. From your soda to your cryogenics, this specialized tank will keep all liquids cool and liquid-y until the end of time.","The C-L-7000 is a sleek inline tank that lets you haul your liquids around in style. From your soda to your cryogenics, this specialized tank will keep all liquids cool and liquid-y until the end of time.","The C-L-7000 is a sleek inline tank that lets you haul your liquids around in style. From your soda to your cryogenics, this specialized tank will keep all liquids cool and liquid-y until the end of time.","The C-L-7000 is a sleek inline tank that lets you haul your liquids around in style. From your soda to your cryogenics, this specialized tank will keep all liquids cool and liquid-y until the end of time.","The C-L-7000 is a sleek inline tank that lets you haul your liquids around in style. From your soda to your cryogenics, this specialized tank will keep all liquids cool and liquid-y until the end of time.",,Localized
Parts/Subtitle/adapter_1.5v_methalox_1v-1.5v,Text,,Small to Small+ Methalox Fueled Adapter,Réservoir adaptateur petit à petit+,Adattatore methalox da S a S+,Klein-auf-Klein+-Adapter (mit Methalox getankt),Pequeño a Pequeño+ Adaptador de combustible Metalox,Small to Small+ Methalox Fueled Adapter,소형-소형+ 메탈록스 연료 어댑터,"Adapter do paliwa Metaloksowego, rozmiar od małego do małego+",Металоксовый переходник Малый — Малый+,小对较小氧基燃料转接器,Small to Small+ Methalox Fueled Adapter,Small to Small+ Methalox Fueled Adapter,Small to Small+ Methalox Fueled Adapter,Small to Small+ Methalox Fueled Adapter,Small to Small+ Methalox Fueled Adapter,Small to Small+ Methalox Fueled Adapter,,Localized
Parts/Subtitle/fueltank_1.5v_inline_methalox_s2,Text,,Methalox Fuel Tank,Réservoir de méthalox,Serbatoio di carburante methalox,Methalox-Treibstofftank,Depósito de combustible de Metalox,Methalox Fuel Tank,메탈록스 연료탱크,Zbiornik metaloksu,Металоксовый топливный бак,液氧甲烷燃料箱,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,,Localized
Parts/Subtitle/adapter_2v_methalox_1.5v-2v,Text,,Small+ to Medium Methalox Fueled Adapter,Adaptateur petit+ à moyen rempli de méthalox,Adattatore methalox da S+ a M,Klein+-auf-Mittel-Adapter (mit Methalox aufgetankt),Pequeño+ a Mediano Adaptador de combustible Metalox,Small+ to Medium Methalox Fueled Adapter,소형+-중형 메탈록스 연료 어댑터,Adapter do paliwa Metaloksowego dla małych+ i średnich urządzeń,Металоксовый переходник Малый+ — Средний,较小对中甲氧基燃料转接器,Small+ to Medium Methalox Fueled Adapter,Small+ to Medium Methalox Fueled Adapter,Small+ to Medium Methalox Fueled Adapter,Small+ to Medium Methalox Fueled Adapter,Small+ to Medium Methalox Fueled Adapter,Small+ to Medium Methalox Fueled Adapter,,Localized
Parts/Subtitle/engine_1.5v_methalox_bobcat,Text,,Sustainer Methalox Engine,Moteur de croisière au méthalox,Motore methalox di sostenimento,Methalox-Start-/Marschtriebwerk,Motor de Lanzamiento/Sustentador Metalox,Sustainer Methalox Engine,런처/서스테이너 메탈록스 엔진,Silnik Metaloksowy typu starterowo-podtrzymującego,Двигатель Поддержки на Металоксе,液氧甲烷续航引擎,Sustainer Methalox Engine,Sustainer Methalox Engine,Sustainer Methalox Engine,Sustainer Methalox Engine,Sustainer Methalox Engine,Sustainer Methalox Engine,,Localized
Parts/Subtitle/fueltank_1.5v_inline_methalox_s4,Text,,Methalox Fuel Tank,Réservoir de méthalox,Serbatoio di carburante methalox,Methalox-Treibstofftank,Depósito de combustible de Metalox,Methalox Fuel Tank,메탈록스 연료탱크,Zbiornik metaloksu,Металоксовый топливный бак,液氧甲烷燃料箱,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,,Localized
Parts/Subtitle/fueltank_1.5v_inline_methalox_s1,Text,,Methalox Fuel Tank,Réservoir de méthalox,Serbatoio di carburante methalox,Methalox-Treibstofftank,Depósito de combustible de Metalox,Methalox Fuel Tank,메탈록스 연료탱크,Zbiornik metaloksu,Металоксовый топливный бак,液氧甲烷燃料箱,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,,Localized
Parts/Subtitle/fueltank_1.5v_inline_methalox_s3,Text,,Methalox Fuel Tank,Réservoir de méthalox,Serbatoio di carburante methalox,Methalox-Treibstofftank,Depósito de combustible de Metalox,Methalox Fuel Tank,메탈록스 연료탱크,Zbiornik metaloksu,Металоксовый топливный бак,液氧甲烷燃料箱,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,Methalox Fuel Tank,,Localized
Parts/Subtitle/adapter_2v_methalox_1.5v-2v_long,Text,,Small+ to Medium Methalox Fueled Long Adapter,Adaptateur long petit+ à moyen rempli de méthalox,Adattatore lungo Metalox da S+ a M,"Klein+-auf-Medium-Adapter (lang, mit Methalox aufgetankt)",Pequeño+ a Mediano Adaptador de combustible largo Metalox,Small+ to Medium Methalox Fueled Long Adapter,소형+-중형 메탈록 연료 연장 어댑터,"Długi adapter do paliwa Metaloksowego, rozmiar mały+ i średni",Длинный металоксовый адаптер с Малого+ на Средний,较小对中甲氧基燃料加长转接器,Small+ to Medium Methalox Fueled Long Adapter,Small+ to Medium Methalox Fueled Long Adapter,Small+ to Medium Methalox Fueled Long Adapter,Small+ to Medium Methalox Fueled Long Adapter,Small+ to Medium Methalox Fueled Long Adapter,Small+ to Medium Methalox Fueled Long Adapter,,Localized
Parts/Subtitle/probe_1.5v_inline,Text,,Remote Guidance Unit,Unité de guidage à distance,Unita' di Guida Remota,Fernsteuerungseinheit,Unidad de guiado remoto,Remote Guidance Unit,원격 유도 유닛,Zdalny moduł sterujący,Блок удалённого управления,远程控制单元,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,,Localized
Parts/Subtitle/probe_1.5v_octogonal,Text,,Remote Guidance Unit,Module de guidage à distance,Unita' di Controllo Remoto,Fernsteuerungseinheit,Unidad de guiado remoto,Remote Guidance Unit,원격 유도 유닛,Moduł zdalnego sterowania,Блок удаленного управления,远程控制单元,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,,Localized
Parts/Description/engine_1.5v_methalox_bobcat,Text,,"With the LV-TX87 ""Bobcat"", Jeb's Junkyard is offering an engine larger than the small engines, but smaller than the large engines! With high thrust for its mass, 5 degrees of thrust vectoring, and good ISP in Kerbin's atmosphere, it's the perfect engine for Kerbals that want to touch the Mun for the first time!","Avec le LV-TX87 ""Lynx"" la Décharge Jeb offre un moteur plus gros que les petits moteurs, mais plus petit que les gros moteurs ! Avec une grande poussée pour son poids, 5 degrés de poussée vectorielle, et une bonne ISP dans l'atmosphère de Kerbin, c'est le moteur parfait pour les Kerbals qui veulent aller sur la Mune pour la première fois !","Con l'LV-TX87 ""Bobcat"", la Discarica di Jeb offre un motore più grande dei motori piccoli, ma più piccolo dei motori grandi! Con una spinta elevata rispetto alla sua massa, 5 gradi di orientamento della spinta e un buon ISP nell'atmosfera di Kerbin, è il motore perfetto per i Kerbal che vogliono toccare Mun per la prima volta!","Mit dem LV-TX87 ""Bobcat"" bietet Jeb's Junkyard ein Triebwerk an, welches größer als die kleinen Triebwerke ist, aber kleiner als die großen Triebwerke! Mit hohem Schub im Vergleich zur Masse, 5 Grad Schubvektor und ein guter ISP in Kerbin's Atmosphäre ist es das perfekte Starttriebwerk für Kerbals, die zum ersten Mal zum Mun fliegen wollen!","Con el LV-TX87 ""Bobcat"", Jeb's Junkyard ofrece un motor más grande que los motores pequeños, ¡pero más pequeño que los motores grandes! Con un empuje elevado para su masa, 5 grados de empuje vectorial, y buen ISP en la atmósfera de Kerbin, ¡es el motor de lanzamiento perfecto para los Kerbals que quieran pisar la Muna por primera vez!","With the LV-TX87 ""Bobcat"", Jeb's Junkyard is offering an engine larger than the small engines, but smaller than the large engines! With high thrust for its mass, 5 degrees of thrust vectoring, and good ISP in Kerbin's atmosphere, it's the perfect engine for Kerbals that want to touch the Mun for the first time!","With the LV-TX87 ""Bobcat"", Jeb's Junkyard is offering an engine larger than the small engines, but smaller than the large engines! With high thrust for its mass, 5 degrees of thrust vectoring, and good ISP in Kerbin's atmosphere, it's the perfect engine for Kerbals that want to touch the Mun for the first time!","Wraz z silnikiem LV-TX87 „Bobcat” firma Jeb's Junkyard oferuje silnik większy od silników małych, ale mniejszy od silników dużych! Dzięki wysokiemu ciągowi w stosunku do masy, 5-stopniowemu sterowaniu wektorem ciągu oraz dobremu współczynnikowi ISP w atmosferze Kerbina jest to idealny silnik nośny dla Kerbalów, którzy chcą po raz pierwszy dotrzeć na Mun!","LV-TX87 «Рысь» от «СвалКО» — двигатель, что крупнее малых, но скромнее больших! Высокая тяга для своей массы, 5 градусов управления вектором тяги и приличный удельный импульс в атмосфере Кербина делают его идеальным двигателем для кербалов, желающих впервые коснуться Муны!",凭借LV-TX87“山猫”，jeb的废品回收公司推出了一款比小型引擎大、但比大型引擎小的引擎！它拥有相当高的推重比、5度推力矢量，以及在Kerbin大气层中良好的比冲，是那些想要第一次触摸Mun的坎巴拉人完美的引擎！,"With the LV-TX87 ""Bobcat"", Jeb's Junkyard is offering an engine larger than the small engines, but smaller than the large engines! With high thrust for its mass, 5 degrees of thrust vectoring, and good ISP in Kerbin's atmosphere, it's the perfect engine for Kerbals that want to touch the Mun for the first time!","With the LV-TX87 ""Bobcat"", Jeb's Junkyard is offering an engine larger than the small engines, but smaller than the large engines! With high thrust for its mass, 5 degrees of thrust vectoring, and good ISP in Kerbin's atmosphere, it's the perfect engine for Kerbals that want to touch the Mun for the first time!","With the LV-TX87 ""Bobcat"", Jeb's Junkyard is offering an engine larger than the small engines, but smaller than the large engines! With high thrust for its mass, 5 degrees of thrust vectoring, and good ISP in Kerbin's atmosphere, it's the perfect engine for Kerbals that want to touch the Mun for the first time!","With the LV-TX87 ""Bobcat"", Jeb's Junkyard is offering an engine larger than the small engines, but smaller than the large engines! With high thrust for its mass, 5 degrees of thrust vectoring, and good ISP in Kerbin's atmosphere, it's the perfect engine for Kerbals that want to touch the Mun for the first time!","With the LV-TX87 ""Bobcat"", Jeb's Junkyard is offering an engine larger than the small engines, but smaller than the large engines! With high thrust for its mass, 5 degrees of thrust vectoring, and good ISP in Kerbin's atmosphere, it's the perfect engine for Kerbals that want to touch the Mun for the first time!","With the LV-TX87 ""Bobcat"", Jeb's Junkyard is offering an engine larger than the small engines, but smaller than the large engines! With high thrust for its mass, 5 degrees of thrust vectoring, and good ISP in Kerbin's atmosphere, it's the perfect engine for Kerbals that want to touch the Mun for the first time!",,Localized
Parts/Subtitle/bodyflap_1v_procedural_light,Text,,Light Surface-Parallel Control Surface,Gouverne légère parallèle à la surface,Superficie di Controllo Piana Leggera,Leichte Oberflächen-Parallele Steuerungsfläche,Superficie de control ligera paralela a la superficie,Light Surface-Parallel Control Surface,Light Surface-Parallel Control Surface,Lekka klapa sterowa równoległa do kadłuba,Лёгкая управляющая поверхность параллельная корпусу,轻型机身平行舵面,Light Surface-Parallel Control Surface,Light Surface-Parallel Control Surface,Light Surface-Parallel Control Surface,Light Surface-Parallel Control Surface,Light Surface-Parallel Control Surface,Light Surface-Parallel Control Surface,,Localized
Parts/Description/bodyflap_1v_procedural_light,Text,,A light procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,"Une gouverne aérodynamique procédurale légère, dotée d'une charnière le long de sa surface de fixation, conçue pour les configurations de volets de fuselage et le contrôle atmosphérique global.",Superficie di controllo procedurale leggera con cerniera disposta lungo la superficie di attacco. Progettata per layout stile flap di scafo e per un controllo atmosferico ad ampio raggio.,"Eine leichte prozeduale Steuerungsfläche mit einem Scharnier, welches entlang der Steuerungfläche verläuft und für Körperklappenlayouts und generelle atmosphärische Kontrolle geeignet ist.","Una superficie de control procedimental ligera con una bisagra que discurre a lo largo de la superficie de montaje, para la disposición de los alerones del fuselaje y un amplio control atmosférico.",A light procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A light procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,"Lekka, proceduralna powierzchnia sterowa z zawiasem biegnącym wzdłuż powierzchni montażowej. Zaprojektowana z myślą o układach klap kadłubowych i wszechstronnej kontroli w atmosferze.","Легкая управляющая поверхность с шарниром, проходящим вдоль установленной поверхности, предназначенная для компоновки закрылков фюзеляжа и широкого управления в атмосферных условиях.",一种轻型的程序生成控制舵面，其铰链沿安装表面延伸，适用于机身襟翼布局及广泛的大气层控制。,A light procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A light procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A light procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A light procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A light procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A light procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,,Localized
Parts/Subtitle/bodyflap_2v_procedural_heavy,Text,,Medium Surface-Parallel Control Surface,Gouverne moyenne parallèle à la surface,Superficie di Controllo Piana Media,Medium Oberflächen-Parallele Steuerungsfläche,Superficie de control de superficie paralela media,Medium Surface-Parallel Control Surface,Medium Surface-Parallel Control Surface,Średnia powierzchnia sterowa równoległa do kadłuba,Средняя управляющая поверхность параллельная корпусу,中型机身平行舵面,Medium Surface-Parallel Control Surface,Medium Surface-Parallel Control Surface,Medium Surface-Parallel Control Surface,Medium Surface-Parallel Control Surface,Medium Surface-Parallel Control Surface,Medium Surface-Parallel Control Surface,,Localized
Parts/Subtitle/bodyflap_3v_procedural_spaceplane,Text,,Heavy Surface-Parallel Control Surface,Gouverne lourde parallèle à la surface,Superficie di Controllo Piana Pesante,Schwere Oberflächen-Parallele Steuerungsfläche,Superficie de control pesada y paralela a la superficie,Heavy Surface-Parallel Control Surface,Heavy Surface-Parallel Control Surface,Ciężka powierzchnia sterowa równoległa do kadłuba,Тяжелая управляющая поверхность параллельная корпусу,重型机身平行舵面,Heavy Surface-Parallel Control Surface,Heavy Surface-Parallel Control Surface,Heavy Surface-Parallel Control Surface,Heavy Surface-Parallel Control Surface,Heavy Surface-Parallel Control Surface,Heavy Surface-Parallel Control Surface,,Localized
Parts/Description/bodyflap_2v_procedural_heavy,Text,,A medium procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,"Une gouverne aérodynamique procédurale moyenne, dotée d'une charnière le long de sa surface de fixation, conçue pour les configurations de volets de fuselage et le contrôle atmosphérique global.",Superficie di controllo procedurale media con cerniera disposta lungo la superficie di attacco. Progettata per layout stile flap di scafo e per un controllo atmosferico ad ampio raggio.,"Eine mittelschwere prozeduale Steuerungsfläche mit einem Scharnier, welches entlang der Steuerungfläche verläuft und für Körperklappenlayouts und generelle atmosphärische Kontrolle geeignet ist.","Una superficie de control procedural de tamaño medio con una bisagra que discurre a lo largo de la superficie de montaje, destinada a configuraciones de alerones en el fuselaje y a un control atmosférico amplio.",A medium procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A medium procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,"Średnia, proceduralna powierzchnia sterowa z zawiasem biegnącym wzdłuż powierzchni montażowej. Zaprojektowana z myślą o układach klap kadłubowych i wszechstronnej kontroli w atmosferze.","Средняя управляющая поверхность с шарниром, проходящим вдоль установленной поверхности, предназначенная для компоновки закрылков фюзеляжа и широкого диапазона управления в атмосферных условиях.",一种中型的程序生成控制舵面，其铰链沿安装表面延伸，适用于机身襟翼布局及广泛的大气层控制。,A medium procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A medium procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A medium procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A medium procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A medium procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A medium procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,,Localized
Parts/Description/bodyflap_3v_procedural_spaceplane,Text,,A heavy procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,"Une gouverne aérodynamique procédurale lourde, dotée d'une charnière le long de sa surface de fixation, conçue pour les configurations de volets de fuselage et le contrôle atmosphérique global.",Superficie di controllo procedurale pesante con cerniera disposta lungo la superficie di attacco. Progettata per layout stile flap di scafo e per un controllo atmosferico ad ampio raggio.,"Eine schwere prozeduale Steuerungsfläche mit einem Scharnier, welches entlang der Steuerungfläche verläuft und für Körperklappenlayouts und generelle atmosphärische Kontrolle geeignet ist.","Una superficie de control de gran envergadura con una bisagra que recorre toda la superficie de montaje, destinada a la disposición de los alerones del fuselaje y a un amplio control atmosférico.",A heavy procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A heavy procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,"Ciężka, proceduralna powierzchnia sterowa z zawiasem biegnącym wzdłuż powierzchni montażowej. Zaprojektowana z myślą o układach klap kadłubowych i wszechstronnej kontroli w atmosferze.","Тяжелая управляющая поверхность с шарниром, проходящим вдоль установленной поверхности, предназначенная для компоновки закрылков фюзеляжа и широкого диапазона управления в атмосферных условиях.",一种重型的程序生成控制舵面，其铰链沿安装表面延伸，适用于机身襟翼布局及广泛的大气层控制。,A heavy procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A heavy procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A heavy procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A heavy procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A heavy procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,A heavy procedural control surface with a hinge that runs along the mounted surface for body flap layouts and broad atmospheric control.,,Localized
Parts/Subtitle/heat_shield_1.5v,Text,,Heat Shield,Bouclier thermique,Scudo termico,Heat Shield,Escudo térmico,Heat Shield,Heat Shield,Osłona ciepłochronna,Теплозащитный экран,热防护罩,Heat Shield,Heat Shield,Heat Shield,Heat Shield,Heat Shield,Heat Shield,,Localized
Parts/Manufacturer/heat_shield_1.5v,Text,,O.M.B. Demolition Enterprises,Société de Démolition O.M.B,O.M.B. Demolizioni,O.M.B. Demolition Enterprises,O.M.B. Demolition Enterprises,O.M.B. Demolition Enterprises,O.M.B. Demolition Enterprises,Firma Rozbiórkowa „Gruch”,«Бомб Демонтаж Корп.»,O.M.B.爆破企业,O.M.B. Demolition Enterprises,O.M.B. Demolition Enterprises,O.M.B. Demolition Enterprises,O.M.B. Demolition Enterprises,O.M.B. Demolition Enterprises,O.M.B. Demolition Enterprises,,Localized
Parts/Description/heat_shield_1.5v,Text,,"After several customers objected to gluing the HS-125 onto SM+ capsules and calling it character building, O.M.B. Demolition produced the HS-187. It fits the gap, absorbs the heat, and only looks like a serving tray from certain angles.","Après que plusieurs clients se soient plaints de devoir coller le HS-125 sur les capsules SM+ en prétextant que « ça forge le caractère », la Société de Démolition O.M.B a produit le HS-187. Il comble l'espace, absorbe la chaleur et ne ressemble à un plateau de service que sous certains angles.","Dopo che diversi clienti si sono opposti all'idea di incollare l'HS-125 sulle capsule S+ definendola un'esperienza per ""temprare il carattere"", la O.M.B. Demolizioni ha prodotto l'HS-187. Chiude il divario, assorbe il calore e sembra un vassoio da portata... solo da certe angolazioni.","After several customers objected to gluing the HS-125 onto SM+ capsules and calling it character building, O.M.B. Demolition produced the HS-187. It fits the gap, absorbs the heat, and only looks like a serving tray from certain angles.","Después de que varios clientes se opusieran a pegar el HS-125 a las cápsulas SM+ y a que se denominara «formación del carácter», O.M.B. Demolition fabricó el HS-187. Se adapta al hueco, absorbe el calor y solo parece una bandeja de servicio desde ciertos ángulos.","After several customers objected to gluing the HS-125 onto SM+ capsules and calling it character building, O.M.B. Demolition produced the HS-187. It fits the gap, absorbs the heat, and only looks like a serving tray from certain angles.","After several customers objected to gluing the HS-125 onto SM+ capsules and calling it character building, O.M.B. Demolition produced the HS-187. It fits the gap, absorbs the heat, and only looks like a serving tray from certain angles.","Po tym, jak kilku klientów zaprotestowało przeciwko przyklejaniu osłony HS-125 do kapsuł SM+ i nazywaniu tego budowaniem charakteru, Firma Rozbiórkowa „Gruch” wyprodukowała model HS-187. Wypełnia on lukę, pochłania ciepło i tylko pod pewnymi kątami przypomina tacę kelnerską.","После того, как несколько клиентов возразили против приклеивания HS-125 к капсулам SM+ и назвали это «приданием характера», «Бомб Демонтаж Корп.» выпустила HS-187. Он идеально подходит по размеру, поглощает тепло и лишь под определенными углами выглядит как поднос.",由于一些客户坚决抵制将1.25米热防护罩粘到1.875米尺寸的指令舱上并将之称为磨练性格的行为，O.M.B.爆破企业推出了HS-187。它能填补空隙、吸收热量，而且从某些角度看，它看起来不过是个托盘。,"After several customers objected to gluing the HS-125 onto SM+ capsules and calling it character building, O.M.B. Demolition produced the HS-187. It fits the gap, absorbs the heat, and only looks like a serving tray from certain angles.","After several customers objected to gluing the HS-125 onto SM+ capsules and calling it character building, O.M.B. Demolition produced the HS-187. It fits the gap, absorbs the heat, and only looks like a serving tray from certain angles.","After several customers objected to gluing the HS-125 onto SM+ capsules and calling it character building, O.M.B. Demolition produced the HS-187. It fits the gap, absorbs the heat, and only looks like a serving tray from certain angles.","After several customers objected to gluing the HS-125 onto SM+ capsules and calling it character building, O.M.B. Demolition produced the HS-187. It fits the gap, absorbs the heat, and only looks like a serving tray from certain angles.","After several customers objected to gluing the HS-125 onto SM+ capsules and calling it character building, O.M.B. Demolition produced the HS-187. It fits the gap, absorbs the heat, and only looks like a serving tray from certain angles.","After several customers objected to gluing the HS-125 onto SM+ capsules and calling it character building, O.M.B. Demolition produced the HS-187. It fits the gap, absorbs the heat, and only looks like a serving tray from certain angles.",,Localized
PartModules/ResourceScanner/ToggleResourceWindow,Text,,Toggle Resource Window,Ouvrir/Fermer la fenêtre des ressources,Mostra/nascondi pannello risorse,Toggle Resource Window,Toggle Resource Window,Toggle Resource Window,Toggle Resource Window,Toggle Resource Window,Переключить Окно ресурсов,切换资源窗口,Toggle Resource Window,Toggle Resource Window,Toggle Resource Window,Toggle Resource Window,Toggle Resource Window,Toggle Resource Window,,Localized
Parts/Title/truss_1.5v_circular_1x1,Text,,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,CT-SP-1,,Localized
Parts/Subtitle/truss_1.5v_circular_1x1,Text,,1.875m Small+ Circular Truss,"Structure de maintien circulaire petit+ 1,875m",Traliccio Circolare S+ da 1.875 m,1.875m Small+ Circular Truss,1.875m Small+ Circular Truss,1.875m Small+ Circular Truss,1.875m Small+ Circular Truss,1.875m Small+ Circular Truss,"Круговая ферма 1.875м, Малый+",1.875m较小型圆桁架,1.875m Small+ Circular Truss,1.875m Small+ Circular Truss,1.875m Small+ Circular Truss,1.875m Small+ Circular Truss,1.875m Small+ Circular Truss,1.875m Small+ Circular Truss,,Localized
