Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Pirate English [en-PI],Serbian,Swedish,Romanian,$Context,$Status
Menu/Settings/Notifications/Alert/TransmissionFailedOutOfResource,Text,,Transmission Failed (No Power),Échec de la transmission (plus d'électricité),Trasmissione fallita (energia esaurita),Transmission Failed (No Power),Error de transmisión (sin energía),Transmission Failed (No Power),전송 실패 (전력 부족),Nieudana transmisja (Brak zasilania),Передача данных не удалась (Нет питания).,传输失败（电力不足）,Transmission Failed (No Power),Transmission Failed (No Power),Transmission Failed (No Power),Transmission Failed (No Power),Transmission Failed (No Power),Transmission Failed (No Power),,Localized
Menu/Settings/Notifications/Alert/TransmissionFailedOutOfResource/Desc,Text,,Appears when a data transmission fails due to insufficient resources.,Apparaît lorsqu'une transmission de données échoue à cause de ressources insuffisantes.,Viene mostrata quando la trasmissione dei dati fallisce per mancanza di risorse.,Appears when a data transmission fails due to insufficient resources.,Aparece cuando falla una transmisión de datos debido a una falta de recursos.,Appears when a data transmission fails due to insufficient resources.,전력 부족으로 인해 데이터 전송이 실패할 때 나타납니다.,"Pojawia się, gdy transmisja danych nie powiedzie się z powodu niewystarczających zasobów.","Появляется, когда передача данных прерывается из-за недостатка энергии.",当数据传输因资源不足而失败时，会显示此提示。,Appears when a data transmission fails due to insufficient resources.,Appears when a data transmission fails due to insufficient resources.,Appears when a data transmission fails due to insufficient resources.,Appears when a data transmission fails due to insufficient resources.,Appears when a data transmission fails due to insufficient resources.,Appears when a data transmission fails due to insufficient resources.,,Localized
Menu/Settings/Notifications/Alert/TransmissionFailedLostComms,Text,,Transmission Failed (No Connection),Échec de la transmission (pas de connexion),Trasmissione fallita (connessione assente),Transmission Failed (No Connection),Error de transmisión (sin conexión),Transmission Failed (No Connection),송신 실패 (연결 없음),Nieudana transmisja (Brak połączenia),Передача данных не удалась (Нет соединения),传输失败（信号丢失）,Transmission Failed (No Connection),Transmission Failed (No Connection),Transmission Failed (No Connection),Transmission Failed (No Connection),Transmission Failed (No Connection),Transmission Failed (No Connection),,Localized
Menu/Settings/Notifications/Alert/TransmissionFailedLostComms/Desc,Text,,Appears when a data transmission fails because the connection was lost.,Apparaît lorsqu'une transmission de données échoue à cause d'une perte de connexion.,Viene mostrata quando la trasmissione dei dati fallisce per via della perdita di connessione.,Appears when a data transmission fails because the connection was lost.,Aparece cuando falla una transmisión de datos debido a que se ha perdido la conexión.,Appears when a data transmission fails because the connection was lost.,통신 연결이 끊어져 데이터 전송에 실패할 때 나타납니다.,"Pojawia się, gdy transmisja danych nie powiedzie się z powodu utraty połączenia.","Появляется, когда передача данных прерывается из-за потери соединения.",当数据传输因通信连接丢失而失败时，会显示此提示。,Appears when a data transmission fails because the connection was lost.,Appears when a data transmission fails because the connection was lost.,Appears when a data transmission fails because the connection was lost.,Appears when a data transmission fails because the connection was lost.,Appears when a data transmission fails because the connection was lost.,Appears when a data transmission fails because the connection was lost.,,Localized
Menu/Settings/Notifications/Alert/ExperimentCompleted,Text,,Experiment Complete,Expérience terminée,Esperimento completato,Experiment Complete,Experimento completado,Experiment Complete,실험 완료,Eksperyment zakończony,Эксперимент завершен.,实验已完成,Experiment Complete,Experiment Complete,Experiment Complete,Experiment Complete,Experiment Complete,Experiment Complete,,Localized
Menu/Settings/Notifications/Alert/ExperimentCompleted/Desc,Text,,Appears when a science experiment finishes running.,S'affiche quand une expérience scientifique se termine.,Viene mostrata al completamento di un esperimento scientifico.,Appears when a science experiment finishes running.,Aparece cuando finaliza un experimento científico.,Appears when a science experiment finishes running.,과학 실험이 완료되었을 때 나타납니다.,"Pojawia się, gdy eksperyment naukowy dobiegnie końca.",Появляется по завершении научного эксперимента.,当科学实验完成时，会显示此提示。,Appears when a science experiment finishes running.,Appears when a science experiment finishes running.,Appears when a science experiment finishes running.,Appears when a science experiment finishes running.,Appears when a science experiment finishes running.,Appears when a science experiment finishes running.,,Localized
Menu/Settings/Notifications/Alert/ExperimentAlreadyStored,Text,,Experiment Already Stored,Expérience déjà stockée,Esperimento già memorizzato,Experiment Already Stored,Experimento ya guardado,Experiment Already Stored,이미 저장된 실험,Eksperyment już zapisany,Эксперимент уже сохранен,实验已存储,Experiment Already Stored,Experiment Already Stored,Experiment Already Stored,Experiment Already Stored,Experiment Already Stored,Experiment Already Stored,,Localized
Menu/Settings/Notifications/Alert/ExperimentAlreadyStored/Desc,Text,,Appears when an experiment's results are already stored.,S'affiche quand les résultats d'une expérience sont déjà stockés.,Viene mostrata quando i risultati di un esperimento sono già memorizzati nel veicolo.,Appears when an experiment's results are already stored.,Aparece cuando los resultados de un experimento ya están guardados.,Appears when an experiment's results are already stored.,실험 결과가 이미 저장되어 있을 때 나타납니다.,"Pojawia się, gdy wyniki eksperymentu zostały już zapisane.","Появляется, когда результаты эксперимента уже сохранены.",当实验结果已存储时，会显示此提示。,Appears when an experiment's results are already stored.,Appears when an experiment's results are already stored.,Appears when an experiment's results are already stored.,Appears when an experiment's results are already stored.,Appears when an experiment's results are already stored.,Appears when an experiment's results are already stored.,,Localized
Menu/Settings/Notifications/Alert/ExperimentOutOfResource,Text,,Experiment Out of Resource,Expérience interrompue par manque de ressources,Risorse esaurite per l'esperimento,Experiment Out of Resource,Experimento sin recursos,Experiment Out of Resource,실험에 자원이 부족함,Brak zasobów dla eksperymentu,Эксперимент - Ресурс исчерпан.,实验资源耗尽,Experiment Out of Resource,Experiment Out of Resource,Experiment Out of Resource,Experiment Out of Resource,Experiment Out of Resource,Experiment Out of Resource,,Localized
Menu/Settings/Notifications/Alert/ExperimentOutOfResource/Desc,Text,,Appears when an experiment cannot run due to insufficient resources.,S'affiche lorsqu'une expérience ne peut pas s'exécuter en raison de ressources insuffisantes.,Viene mostrata quando un esperimento non può essere eseguito per via dell'esaurimento delle risorse richieste.,Appears when an experiment cannot run due to insufficient resources.,Aparece cuando un experimento no se puede ejecutar debido a la falta de recursos.,Appears when an experiment cannot run due to insufficient resources.,자원 부족으로 실험을 진행할 수 없을 때 나타납니다.,"Pojawia się, gdy nie można przeprowadzić eksperymentu z powodu niewystarczających zasobów.","Появляется, когда эксперимент не может быть проведен из-за недостатка ресурсов.",当实验因资源不足而无法运行时，会显示此提示,Appears when an experiment cannot run due to insufficient resources.,Appears when an experiment cannot run due to insufficient resources.,Appears when an experiment cannot run due to insufficient resources.,Appears when an experiment cannot run due to insufficient resources.,Appears when an experiment cannot run due to insufficient resources.,Appears when an experiment cannot run due to insufficient resources.,,Localized
Menu/Settings/Notifications/Alert/ExperimentLeftValidRegion,Text,,Left Valid Region,Sortie de région valide,Regione di ricerca superata,Left Valid Region,Abandonando región válida,Left Valid Region,유효 지역 이탈,Opuszczono wymagany obszar,Покинул необходимую область,离开有效区域,Left Valid Region,Left Valid Region,Left Valid Region,Left Valid Region,Left Valid Region,Left Valid Region,,Localized
Menu/Settings/Notifications/Alert/ExperimentLeftValidRegion/Desc,Text,,Appears when the vessel leaves the region required for a running experiment.,S'affiche lorsque le vaisseau quitte la zone requise pour une expérience en cours.,Viene mostrata quando il veicolo esce dalla regione richiesta per un esperimento in corso.,Appears when the vessel leaves the region required for a running experiment.,Aparece cuando la nave abandona la zona necesaria para la realización de un experimento.,Appears when the vessel leaves the region required for a running experiment.,기체가 실험 유효 지역을 벗어나면 나타납니다.,"Pojawia się, gdy statek opuści obszar wymagany dla trwającego eksperymentu.","Появляется, когда аппарат покидает зону, необходимую для проведения эксперимента.",当航天器离开正在进行实验所需的区域时，会显示此提示。,Appears when the vessel leaves the region required for a running experiment.,Appears when the vessel leaves the region required for a running experiment.,Appears when the vessel leaves the region required for a running experiment.,Appears when the vessel leaves the region required for a running experiment.,Appears when the vessel leaves the region required for a running experiment.,Appears when the vessel leaves the region required for a running experiment.,,Localized
Menu/Settings/Notifications/Alert/ExperimentNotEnoughCrew,Text,,Not Enough Crew,Equipage insuffisant,Membri dell'equipaggio insufficienti,Not Enough Crew,Falta tripulación,Not Enough Crew,승무원 부족,Niewystarczająca załoga,Недостаточно экипажа,乘员不足,Not Enough Crew,Not Enough Crew,Not Enough Crew,Not Enough Crew,Not Enough Crew,Not Enough Crew,,Localized
Menu/Settings/Notifications/Alert/ExperimentNotEnoughCrew/Desc,Text,,Appears when an experiment requires more crew than are aboard.,S'affiche lorsqu'une expérience nécessite un équipage plus important.,Viene mostrata quando il numero dei membri dell'equipaggio a bordo è inferiore a quello richiesto dall'esperimento.,Appears when an experiment requires more crew than are aboard.,Aparece cuando un experimento requiere más tripulación de la que hay a bordo.,Appears when an experiment requires more crew than are aboard.,실험에 탑승한 승무원보다 더 많은 승무원이 필요할 때 나타납니다.,"Pojawia się, gdy eksperyment wymaga liczniejszej załogi, niż znajduje się na pokładzie.","Появляется, когда для проведения эксперимента требуется больше членов экипажа, чем находится на борту.",当实验所需的乘员人数超过当前航天器搭载人数时，会显示此提示。,Appears when an experiment requires more crew than are aboard.,Appears when an experiment requires more crew than are aboard.,Appears when an experiment requires more crew than are aboard.,Appears when an experiment requires more crew than are aboard.,Appears when an experiment requires more crew than are aboard.,Appears when an experiment requires more crew than are aboard.,,Localized
Menu/Settings/Notifications/Alert/ExperimentOutOfStorage,Text,,Out of Storage,Plus de stockage,Spazio di archiviazione esaurito,Out of Storage,Sin almacenamiento,Out of Storage,저장 공간 부족,Brak wolnego miejsca,Место для хранения недоступно,存储已满,Out of Storage,Out of Storage,Out of Storage,Out of Storage,Out of Storage,Out of Storage,,Localized
Menu/Settings/Notifications/Alert/ExperimentOutOfStorage/Desc,Text,,Appears when there is no storage available for an experiment's results.,S'affiche lorsqu'aucun espace de stockage n'est disponible pour les résultats d'une expérience.,Viene mostrata quando lo spazio di archiviazione disponibile è inferiore a quello richiesto per i risultati dell'esperimento.,Appears when there is no storage available for an experiment's results.,Aparece cuando no hay espacio de almacenamiento disponible para los resultados de un experimento.,Appears when there is no storage available for an experiment's results.,실험 결과의 저장 공간이 부족할 때 표시됩니다.,"Pojawia się, gdy brakuje miejsca do zapisania wyników eksperymentu.","Появляется, когда для хранения результатов эксперимента недоступно место хранения.",当存储空间不足以存放实验结果时，会显示此提示。,Appears when there is no storage available for an experiment's results.,Appears when there is no storage available for an experiment's results.,Appears when there is no storage available for an experiment's results.,Appears when there is no storage available for an experiment's results.,Appears when there is no storage available for an experiment's results.,Appears when there is no storage available for an experiment's results.,,Localized
Menu/Settings/Notifications/Alert/ResourceScannerIncorrectAltitude,Text,,Scanner Altitude Incorrect,Altitude du scanner incorrecte,Altitudine dello scanner errata,Scanner Altitude Incorrect,Altitud del escáner incorrecta,Scanner Altitude Incorrect,스캐너 고도 잘못됨,Nieprawidłowa wysokość skanera,Неверная высота для сканирования,扫描仪高度错误,Scanner Altitude Incorrect,Scanner Altitude Incorrect,Scanner Altitude Incorrect,Scanner Altitude Incorrect,Scanner Altitude Incorrect,Scanner Altitude Incorrect,,Localized
Menu/Settings/Notifications/Alert/ResourceScannerIncorrectAltitude/Desc,Text,,Appears when a resource scanner is outside its required altitude band.,S'affiche lorsqu'un scanner de ressources se trouve en dehors de la plage d'altitude requise.,Viene mostrata quando uno scanner di risorse si trova al di fuori della fascia di altitudine richiesta.,Appears when a resource scanner is outside its required altitude band.,Aparece cuando un escáner de recursos se encuentra fuera de su rango de altitud requerido.,Appears when a resource scanner is outside its required altitude band.,자원 스캐너가 요구한 고도를 벗어났을 때 나타납니다.,"Pojawia się, gdy skaner zasobów znajduje się poza wymaganym przedziałem wysokości.","Появляется, когда сканер ресурсов находится за пределами требуемого диапазона высот.",当资源扫描仪超出所需高度范围时，会显示此提示。,Appears when a resource scanner is outside its required altitude band.,Appears when a resource scanner is outside its required altitude band.,Appears when a resource scanner is outside its required altitude band.,Appears when a resource scanner is outside its required altitude band.,Appears when a resource scanner is outside its required altitude band.,Appears when a resource scanner is outside its required altitude band.,,Localized
Menu/Settings/Notifications/Alert/ResourceScannerIncorrectInclination,Text,,Scanner Inclination Incorrect,Inclinaison du scanner incorrecte,Inclinazione dello scanner errata,Scanner Inclination Incorrect,Inclinación del escáner incorrecta,Scanner Inclination Incorrect,스캐너 경사각 잘못됨,Nieprawidłowa inklinacja skanera,Наклон сканера неверный,扫描仪倾角错误,Scanner Inclination Incorrect,Scanner Inclination Incorrect,Scanner Inclination Incorrect,Scanner Inclination Incorrect,Scanner Inclination Incorrect,Scanner Inclination Incorrect,,Localized
Menu/Settings/Notifications/Alert/ResourceScannerIncorrectInclination/Desc,Text,,Appears when a resource scanner is outside its required orbital inclination.,S'affiche lorsqu'un scanner de ressources se trouve en dehors de l'inclinaison orbitale requise.,Viene mostrata quando uno scanner di risorse si trova al di fuori dell'inclinazione orbitale richiesta.,Appears when a resource scanner is outside its required orbital inclination.,Aparece cuando un escáner de recursos se encuentra fuera de la inclinación orbital requerida.,Appears when a resource scanner is outside its required orbital inclination.,스캐너가 요구한 궤도 경사각을 벗어났을 때 나타납니다.,"Pojawia się, gdy skaner zasobów znajduje się poza wymaganą inklinacją orbity.","Появляется, когда сканер ресурсов находится за пределами требуемого наклона орбиты.",当资源扫描仪超出所需轨道倾角时，会显示此提示。,Appears when a resource scanner is outside its required orbital inclination.,Appears when a resource scanner is outside its required orbital inclination.,Appears when a resource scanner is outside its required orbital inclination.,Appears when a resource scanner is outside its required orbital inclination.,Appears when a resource scanner is outside its required orbital inclination.,Appears when a resource scanner is outside its required orbital inclination.,,Localized
Menu/Settings/Notifications/Alert/ResourceScannerScanComplete,Text,,Scan Complete,Scan terminé,Scansione completata,Scan Complete,Escaneo completado,Scan Complete,스캔 완료,Skanowanie zakończone,Сканирование завершено,扫描已完成,Scan Complete,Scan Complete,Scan Complete,Scan Complete,Scan Complete,Scan Complete,,Localized
Menu/Settings/Notifications/Alert/ResourceScannerScanComplete/Desc,Text,,Appears when a resource scan finishes.,S'affiche lorsqu'un scan de ressource se termine.,Viene mostrata al completamento di una scansione delle risorse.,Appears when a resource scan finishes.,Aparece cuando finaliza un escaneo de recursos,Appears when a resource scan finishes.,자원 스캔이 완료되었을 때 나타납니다.,"Pojawia się, gdy skanowanie zasobów dobiegnie końca.",Появляется после завершения сканирования ресурсов.,当资源扫描完成时，会显示此提示。,Appears when a resource scan finishes.,Appears when a resource scan finishes.,Appears when a resource scan finishes.,Appears when a resource scan finishes.,Appears when a resource scan finishes.,Appears when a resource scan finishes.,,Localized
Menu/Settings/Notifications/Alert/ParachuteDestroyedByHeat,Text,,Parachute Destroyed,Parachute détruit,Paracadute distrutto,Parachute Destroyed,Paracaídas destruido,Parachute Destroyed,낙하산 파괴됨,Zniszczono spadochron,Парашют уничтожен,降落伞已损坏,Parachute Destroyed,Parachute Destroyed,Parachute Destroyed,Parachute Destroyed,Parachute Destroyed,Parachute Destroyed,,Localized
Menu/Settings/Notifications/Alert/ParachuteDestroyedByHeat/Desc,Text,,Appears when a parachute is destroyed by aerodynamic heating.,S'affiche lorsqu'un parachute est détruit par l'échauffement aérodynamique.,Viene mostrata quando un paracadute viene distrutto dal riscaldamento aerodinamico.,Appears when a parachute is destroyed by aerodynamic heating.,Aparece cuando un paracaídas se destruye debido al calentamiento aerodinámico.,Appears when a parachute is destroyed by aerodynamic heating.,낙하산이 공기역학적 가열에 의해 파괴될 때 나타납니다.,"Pojawia się, gdy spadochron ulegnie zniszczeniu na skutek nagrzewania aerodynamicznego.","Появляется, когда парашют разрушается в результате аэродинамического нагрева.",当降落伞因气动加热而损毁时，会显示此提示。,Appears when a parachute is destroyed by aerodynamic heating.,Appears when a parachute is destroyed by aerodynamic heating.,Appears when a parachute is destroyed by aerodynamic heating.,Appears when a parachute is destroyed by aerodynamic heating.,Appears when a parachute is destroyed by aerodynamic heating.,Appears when a parachute is destroyed by aerodynamic heating.,,Localized
Menu/Settings/Notifications/Alert/EVAReportsTakenIntoCommandPod,Text,,Reports Collected,Rapports recueillis,Report raccolti,Reports Collected,Informes recopilados,Reports Collected,보고서 수집됨,Zebrano raporty,Отчеты собраны,报告已收集,Reports Collected,Reports Collected,Reports Collected,Reports Collected,Reports Collected,Reports Collected,,Localized
Menu/Settings/Notifications/Alert/EVAReportsTakenIntoCommandPod/Desc,Text,,Appears when EVA reports are collected into a command pod.,S'affiche lorsque les rapports d'AEV sont récupérés dans un module de commande.,Viene mostrata quando i rapporti EVA vengono raccolti in una capsula di comando.,Appears when EVA reports are collected into a command pod.,Aparece cuando los informes de EVA se recopilan en una cápsula de mando.,Appears when EVA reports are collected into a command pod.,EVA 보고서가 조종포드에 수집될 때 나타납니다.,"Pojawia się, gdy raporty z EVA zostaną zebrane w kapsule dowodzenia.",Появляется при сборе отчетов о внекорабельной деятельности в командный модуль.,当舱外活动报告被收集到指令舱时，会显示此提示。,Appears when EVA reports are collected into a command pod.,Appears when EVA reports are collected into a command pod.,Appears when EVA reports are collected into a command pod.,Appears when EVA reports are collected into a command pod.,Appears when EVA reports are collected into a command pod.,Appears when EVA reports are collected into a command pod.,,Localized
Menu/Settings/Notifications/Alert/MissionScienceSubmittable,Text,,Mission Science Ready,Données scientifiques de la mission prêtes,Dati scientifici della missione trasmissibili,Mission Science Ready,Ciencia de la misión lista,Mission Science Ready,임무 과학 준비됨,Dane naukowe gotowe,Научные исследования миссии завершены,任务科学数据就绪,Mission Science Ready,Mission Science Ready,Mission Science Ready,Mission Science Ready,Mission Science Ready,Mission Science Ready,,Localized
Menu/Settings/Notifications/Alert/MissionScienceSubmittable/Desc,Text,,Appears when a mission's science is ready to submit.,S'affiche lorsque les données scientifiques d'une mission sont prêtes à être soumises.,Viene mostrata quando i dati scientifici di una missione sono pronti per essere inviati.,Appears when a mission's science is ready to submit.,Aparece cuando los datos científicos de una misión están listos para enviarse.,Appears when a mission's science is ready to submit.,임무의 과학이 제출할 준비가 되었을 때 나타납니다.,"Pojawia się, gdy dane naukowe z misji są gotowe do przesłania.","Появляется, когда научные данные миссии готовы к отправке.",当任务科学数据准备提交时，会显示此提示。,Appears when a mission's science is ready to submit.,Appears when a mission's science is ready to submit.,Appears when a mission's science is ready to submit.,Appears when a mission's science is ready to submit.,Appears when a mission's science is ready to submit.,Appears when a mission's science is ready to submit.,,Localized
Menu/Settings/Notifications/Passive/ObserverCannotLeaveActiveVessel,Text,,Cannot Leave Active Vessel,Impossible de quitter le vaisseau actif,Impossibile abbandonare il veicolo attivo,Cannot Leave Active Vessel,No se puede abandonar la nave activa,Cannot Leave Active Vessel,활성화 기체 이탈 불가능,Nie można opuścić aktywnego statku,Невозможно покинуть действующий аппарат,无法切离当前航天器,Cannot Leave Active Vessel,Cannot Leave Active Vessel,Cannot Leave Active Vessel,Cannot Leave Active Vessel,Cannot Leave Active Vessel,Cannot Leave Active Vessel,,Localized
Menu/Settings/Notifications/Passive/ObserverCannotLeaveActiveVessel/Desc,Text,,Appears when focus cannot be switched away from the active vessel.,S'affiche lorsque le focus ne peut pas être transféré hors du vaisseau actif.,Viene mostrata quando non è possibile cambiare il veicolo attivo.,Appears when focus cannot be switched away from the active vessel.,Aparece cuando no es posible desviar el foco de atención de la nave activa.,Appears when focus cannot be switched away from the active vessel.,시점이 활성화 기체로부터 이탈이 불가능할 때 나타납니다.,"Pojawia się, gdy nie można przełączyć widoku z aktywnego statku.","Появляется, когда невозможно переключить фокус с активного аппарата.",当无法将聚焦视角从控制的航天器切换开时，会显示此提示。,Appears when focus cannot be switched away from the active vessel.,Appears when focus cannot be switched away from the active vessel.,Appears when focus cannot be switched away from the active vessel.,Appears when focus cannot be switched away from the active vessel.,Appears when focus cannot be switched away from the active vessel.,Appears when focus cannot be switched away from the active vessel.,,Localized
Menu/Settings/Notifications/Passive/VesselInsufficientControl,Text,,Insufficient Control,Contrôle insuffisant,Controllo insufficiente,Insufficient Control,Control insuficiente,Insufficient Control,불충분한 제어,Brak wystarczającej kontroli,Недостаточный контроль,控制权限不足,Insufficient Control,Insufficient Control,Insufficient Control,Insufficient Control,Insufficient Control,Insufficient Control,,Localized
Menu/Settings/Notifications/Passive/VesselInsufficientControl/Desc,Text,,Appears when the active vessel does not have enough control authority to perform a certain action.,S'affiche lorsque le vaisseau actif ne dispose pas d'une autorité de contrôle suffisante pour effectuer une action donnée.,Viene mostrata quando il veicolo attivo non ha sufficiente autorità di controllo per eseguire una determinata azione.,Appears when the active vessel does not have enough control authority to perform a certain action.,Aparece cuando la nave activa no tiene suficiente autoridad de control para realizar una determinada acción.,Appears when the active vessel does not have enough control authority to perform a certain action.,활성 기체가 특정 작업을 수행할 충분한 제어가 없을 때 나타납니다.,"Pojawia się, gdy aktywny statek nie ma wystarczającej możliwości sterowania, aby wykonać określoną akcję.","Появляется, когда у активного аппарата недостаточно контроля для выполнения определенных действий.",当控制的航天器没有足够的控制权限进行机动时，会显示此提示。,Appears when the active vessel does not have enough control authority to perform a certain action.,Appears when the active vessel does not have enough control authority to perform a certain action.,Appears when the active vessel does not have enough control authority to perform a certain action.,Appears when the active vessel does not have enough control authority to perform a certain action.,Appears when the active vessel does not have enough control authority to perform a certain action.,Appears when the active vessel does not have enough control authority to perform a certain action.,,Localized
Menu/Settings/Notifications/Passive/DeployableAvailabilityChanged,Text,,Deployable Availability Changed,La disponibilité pour le déploiement a changé.,Disponibilità dispiegamento modificata,Deployable Availability Changed,Se ha modificado la disponibilidad de implementación,Deployable Availability Changed,Deployable Availability Changed,Zmiana dostępności części rozkładanej,Доступность развертывания изменилась,展开部件可用状态已更改,Deployable Availability Changed,Deployable Availability Changed,Deployable Availability Changed,Deployable Availability Changed,Deployable Availability Changed,Deployable Availability Changed,,Localized
Menu/Settings/Notifications/Passive/DeployableAvailabilityChanged/Desc,Text,,Appears when a deployable part becomes available or unavailable to deploy.,S'affiche lorsqu'un élément déployable devient disponible ou indisponible pour le déploiement.,Viene mostrata quando cambia la disponibilità al dispiegamento di un componente.,Appears when a deployable part becomes available or unavailable to deploy.,Aparece cuando una pieza implementable pasa a estar disponible o no disponible para su implementación.,Appears when a deployable part becomes available or unavailable to deploy.,Appears when a deployable part becomes available or unavailable to deploy.,"Pojawia się, gdy część rozkładana staje się dostępna lub niedostępna do rozłożenia.","Появляется, когда развертываемая деталь становится доступной или недоступной для развертывания.",当可展开部件变为可用或不可用状态时，会显示此提示。,Appears when a deployable part becomes available or unavailable to deploy.,Appears when a deployable part becomes available or unavailable to deploy.,Appears when a deployable part becomes available or unavailable to deploy.,Appears when a deployable part becomes available or unavailable to deploy.,Appears when a deployable part becomes available or unavailable to deploy.,Appears when a deployable part becomes available or unavailable to deploy.,,Localized
Menu/Settings/Notifications/Passive/OABUserMessage,Text,,Editor Message,Message de l'éditeur,Messaggi dell'editor,Editor Message,Mensaje del editor,Editor Message,Editor Message,Komunikat edytora,Сообщение редактора,编辑器消息,Editor Message,Editor Message,Editor Message,Editor Message,Editor Message,Editor Message,,Localized
Menu/Settings/Notifications/Passive/OABUserMessage/Desc,Text,,Appears for general informational messages while building in the Vehicle Assembly Building.,S'affiche pour des messages d'information générale lors de l'assemblage dans le bâtiment d'assemblage des véhicules (BAV).,Viene mostrata per i messaggi informativi generali durante la costruzione nell'Edificio di Assemblaggio Veicoli.,Appears for general informational messages while building in the Vehicle Assembly Building.,Aparece en los mensajes informativos generales durante el proceso de montaje en el edificio de montaje de vehículos.,Appears for general informational messages while building in the Vehicle Assembly Building.,Appears for general informational messages while building in the Vehicle Assembly Building.,Pojawia się w przypadku ogólnych komunikatów informacyjnych podczas budowania w Hali Montażu Pojazdów.,Отображается для общих информационных сообщений во время сборки аппарата в цехе вертикальной сборки.,当在航天器组装大楼中建造时出现一般信息消息时，会显示此提示。,Appears for general informational messages while building in the Vehicle Assembly Building.,Appears for general informational messages while building in the Vehicle Assembly Building.,Appears for general informational messages while building in the Vehicle Assembly Building.,Appears for general informational messages while building in the Vehicle Assembly Building.,Appears for general informational messages while building in the Vehicle Assembly Building.,Appears for general informational messages while building in the Vehicle Assembly Building.,,Localized
Menu/Settings/Notifications/Passive/ShouldDisplayErrorMessage,Text,,Editor Error Message,Message d'erreur de l'éditeur,Errori dell'editor,Editor Error Message,Mensaje de error del editor,Editor Error Message,Editor Error Message,Komunikat o błędzie edytora,Сообщение об ошибке редактора,编辑器错误消息,Editor Error Message,Editor Error Message,Editor Error Message,Editor Error Message,Editor Error Message,Editor Error Message,,Localized
Menu/Settings/Notifications/Passive/ShouldDisplayErrorMessage/Desc,Text,,Appears for error messages surfaced from the editor's debug console.,Apparaît pour les messages d'erreur remontés depuis la console de débogage de l'éditeur.,Viene mostrata quando la console di debug dell'editor genera messaggi di errore.,Appears for error messages surfaced from the editor's debug console.,Aparece cuando se muestran mensajes de error procedentes de la consola de depuración del editor.,Appears for error messages surfaced from the editor's debug console.,Appears for error messages surfaced from the editor's debug console.,Pojawia się dla komunikatów o błędach pochodzących z konsoli debugowania edytora.,"Отображается для сообщений об ошибках, полученных из отладочной консоли редактора.",当编辑器的调试控制台出现错误消息时，会显示此提示。,Appears for error messages surfaced from the editor's debug console.,Appears for error messages surfaced from the editor's debug console.,Appears for error messages surfaced from the editor's debug console.,Appears for error messages surfaced from the editor's debug console.,Appears for error messages surfaced from the editor's debug console.,Appears for error messages surfaced from the editor's debug console.,,Localized
Menu/Settings/Notifications/Passive/OABInvalidSymmetryAttach,Text,,Invalid Symmetry Attachment,Fixation symétrique invalide,Aggancio in simmetria non valido,Invalid Symmetry Attachment,Invalid Symmetry Attachment,Invalid Symmetry Attachment,Invalid Symmetry Attachment,Nieprawidłowe mocowanie symetryczne,Недопустимое крепление симметрии,无效的对称附着,Invalid Symmetry Attachment,Invalid Symmetry Attachment,Invalid Symmetry Attachment,Invalid Symmetry Attachment,Invalid Symmetry Attachment,Invalid Symmetry Attachment,,Localized
Menu/Settings/Notifications/Passive/OABInvalidSymmetryAttach/Desc,Text,,Appears when a part cannot be attached with the current symmetry settings.,Apparaît lorsqu'une pièce ne peut pas être fixée avec les réglages de symétrie actuels.,Viene mostrata quando una parte non può essere agganciata con le impostazioni di simmetria attuali.,Appears when a part cannot be attached with the current symmetry settings.,Appears when a part cannot be attached with the current symmetry settings.,Appears when a part cannot be attached with the current symmetry settings.,Appears when a part cannot be attached with the current symmetry settings.,"Pojawia się, gdy część nie może zostać przymocowana przy obecnych ustawieniach symetrii.","Появляется, когда деталь не удается прикрепить с текущими настройками симметрии.",当部件无法在当前对称设置下附着时，会显示此提示。,Appears when a part cannot be attached with the current symmetry settings.,Appears when a part cannot be attached with the current symmetry settings.,Appears when a part cannot be attached with the current symmetry settings.,Appears when a part cannot be attached with the current symmetry settings.,Appears when a part cannot be attached with the current symmetry settings.,Appears when a part cannot be attached with the current symmetry settings.,,Localized
Menu/Settings/Notifications/Passive/OABInvalidPartAnchor,Text,,Invalid Part Anchor,Ancrage de pièce invalide,Ancoraggio della parte non valido,Invalid Part Anchor,Invalid Part Anchor,Invalid Part Anchor,Invalid Part Anchor,Nieprawidłowe zakotwiczenie części,Недопустимая точка крепления детали,无效的部件附着,Invalid Part Anchor,Invalid Part Anchor,Invalid Part Anchor,Invalid Part Anchor,Invalid Part Anchor,Invalid Part Anchor,,Localized
